IATA,Countries,Cities,Type Point,Location
FMA, Argentina,Formosa,"{'location': {'type': 'Point', 'coordinates': (98.78461, 1.736957)}}","{'location': {'type': 'Point', 'coordinates': (98.78461, 1.736957)}}"
FMI, Republica Democratica del Congo,Kalemie,"{'location': {'type': 'Point', 'coordinates': (120.9820179, 23.9739374)}}","{'location': {'type': 'Point', 'coordinates': (120.9820179, 23.9739374)}}"
FMM, Alemania,Memmingen,"{'location': {'type': 'Point', 'coordinates': (29.1967172, -5.9460209)}}","{'location': {'type': 'Point', 'coordinates': (29.1967172, -5.9460209)}}"
FMO, Alemania,Munster,"{'location': {'type': 'Point', 'coordinates': (10.181319, 47.9867696)}}","{'location': {'type': 'Point', 'coordinates': (10.181319, 47.9867696)}}"
FNA, Sierra Leona,Freetown,"{'location': {'type': 'Point', 'coordinates': (-8.570897276292667, 52.307621600000004)}}","{'location': {'type': 'Point', 'coordinates': (-8.570897276292667, 52.307621600000004)}}"
FNC, Portugal,Madeira,"{'location': {'type': 'Point', 'coordinates': (-13.26795, 8.479004)}}","{'location': {'type': 'Point', 'coordinates': (-13.26795, 8.479004)}}"
FNI, Francia,Nimes,"{'location': {'type': 'Point', 'coordinates': (-16.981752048847362, 32.751748750000004)}}","{'location': {'type': 'Point', 'coordinates': (-16.981752048847362, 32.751748750000004)}}"
FNL, Estados Unidos,Fort Collins/Loveland,"{'location': {'type': 'Point', 'coordinates': (4.3600687, 43.8374249)}}","{'location': {'type': 'Point', 'coordinates': (4.3600687, 43.8374249)}}"
FNT, Estados Unidos,Flint,"{'location': {'type': 'Point', 'coordinates': (-104.99929355125047, 40.41006935)}}","{'location': {'type': 'Point', 'coordinates': (-104.99929355125047, 40.41006935)}}"
FOA, Reino Unido,Foula,"{'location': {'type': 'Point', 'coordinates': (-83.6900211, 43.0161693)}}","{'location': {'type': 'Point', 'coordinates': (-83.6900211, 43.0161693)}}"
FOC, China,Fuzhou,"{'location': {'type': 'Point', 'coordinates': (-2.0830950021134944, 60.1337839)}}","{'location': {'type': 'Point', 'coordinates': (-2.0830950021134944, 60.1337839)}}"
FOD, Estados Unidos,Fort Dodge,"{'location': {'type': 'Point', 'coordinates': (116.3530413, 27.9511188)}}","{'location': {'type': 'Point', 'coordinates': (116.3530413, 27.9511188)}}"
FOG, Italia,Foggia,"{'location': {'type': 'Point', 'coordinates': (-94.1680158, 42.4974694)}}","{'location': {'type': 'Point', 'coordinates': (-94.1680158, 42.4974694)}}"
FON, Costa Rica,La Fortuna,"{'location': {'type': 'Point', 'coordinates': (15.452899609627728, 41.50281055)}}","{'location': {'type': 'Point', 'coordinates': (15.452899609627728, 41.50281055)}}"
FOR, Brasil,Fortaleza,"{'location': {'type': 'Point', 'coordinates': (-84.644436, 10.4716839)}}","{'location': {'type': 'Point', 'coordinates': (-84.644436, 10.4716839)}}"
FPO, Bahamas,Freeport,"{'location': {'type': 'Point', 'coordinates': (-38.5217989, -3.7304512)}}","{'location': {'type': 'Point', 'coordinates': (-38.5217989, -3.7304512)}}"
FRA, Alemania,Francfort del Meno,"{'location': {'type': 'Point', 'coordinates': (-89.6212271, 42.2966861)}}","{'location': {'type': 'Point', 'coordinates': (-89.6212271, 42.2966861)}}"
FRD, Estados Unidos,Eastsound,"{'location': {'type': 'Point', 'coordinates': (8.6820917, 50.1106444)}}","{'location': {'type': 'Point', 'coordinates': (8.6820917, 50.1106444)}}"
FRE, Islas Salomon,Fera Island,"{'location': {'type': 'Point', 'coordinates': (-122.9054625, 48.696771)}}","{'location': {'type': 'Point', 'coordinates': (-122.9054625, 48.696771)}}"
FRL, Italia,Bolonia Forli,"{'location': {'type': 'Point', 'coordinates': (159.59332839126722, -8.1127428)}}","{'location': {'type': 'Point', 'coordinates': (159.59332839126722, -8.1127428)}}"
FRO, Noruega,Flor,"{'location': {'type': 'Point', 'coordinates': (11.302703, 44.5026074)}}","{'location': {'type': 'Point', 'coordinates': (11.302703, 44.5026074)}}"
FRS, Guatemala,Flores,"{'location': {'type': 'Point', 'coordinates': (-75.11833023228147, -14.693799550000001)}}","{'location': {'type': 'Point', 'coordinates': (-75.11833023228147, -14.693799550000001)}}"
FRU, Kirguizistan,Biskek,"{'location': {'type': 'Point', 'coordinates': (120.59815014763521, -8.50998605)}}","{'location': {'type': 'Point', 'coordinates': (120.59815014763521, -8.50998605)}}"
FRW, Botswana,Francistown,"{'location': {'type': 'Point', 'coordinates': (74.6070079, 42.8765615)}}","{'location': {'type': 'Point', 'coordinates': (74.6070079, 42.8765615)}}"
FSC, Francia,Figari,"{'location': {'type': 'Point', 'coordinates': (27.502515, -21.16636)}}","{'location': {'type': 'Point', 'coordinates': (27.502515, -21.16636)}}"
FSD, Estados Unidos,Sioux Falls,"{'location': {'type': 'Point', 'coordinates': (9.61453, 41.006476)}}","{'location': {'type': 'Point', 'coordinates': (9.61453, 41.006476)}}"
FSM, Estados Unidos,Fort Smith,"{'location': {'type': 'Point', 'coordinates': (-96.7313928, 43.5460587)}}","{'location': {'type': 'Point', 'coordinates': (-96.7313928, 43.5460587)}}"
FSP, San Pedro y Miquelon,San Pedro,"{'location': {'type': 'Point', 'coordinates': (-94.4248983, 35.3872218)}}","{'location': {'type': 'Point', 'coordinates': (-94.4248983, 35.3872218)}}"
FSZ, Japon,Shizuoka,"{'location': {'type': 'Point', 'coordinates': (-6.940223716273168, 5.014152)}}","{'location': {'type': 'Point', 'coordinates': (-6.940223716273168, 5.014152)}}"
FTA, Vanuatu,Futuna,"{'location': {'type': 'Point', 'coordinates': (138.38299, 34.979149)}}","{'location': {'type': 'Point', 'coordinates': (138.38299, 34.979149)}}"
FTE, Argentina,El Calafate,"{'location': {'type': 'Point', 'coordinates': (170.21582864870504, -19.52904465)}}","{'location': {'type': 'Point', 'coordinates': (170.21582864870504, -19.52904465)}}"
FTU, Madagascar,Tolanaro,"{'location': {'type': 'Point', 'coordinates': (-72.2720843, -50.3388712)}}","{'location': {'type': 'Point', 'coordinates': (-72.2720843, -50.3388712)}}"
FUE, Espana,Fuerteventura,"{'location': {'type': 'Point', 'coordinates': (46.9903888, -25.0296943)}}","{'location': {'type': 'Point', 'coordinates': (46.9903888, -25.0296943)}}"
FUG, China,Fuyang,"{'location': {'type': 'Point', 'coordinates': (-14.004869713542156, 28.40037685)}}","{'location': {'type': 'Point', 'coordinates': (-14.004869713542156, 28.40037685)}}"
FUJ, Japon,Fukue Island,"{'location': {'type': 'Point', 'coordinates': (115.8090001, 32.8926763)}}","{'location': {'type': 'Point', 'coordinates': (115.8090001, 32.8926763)}}"
FUK, Japon,Fukuoka,"{'location': {'type': 'Point', 'coordinates': 'nwoknU'}}","{'location': {'type': 'Point', 'coordinates': 'nwoknU'}}"
FUN, Tuvalu,Funafuti,"{'location': {'type': 'Point', 'coordinates': (130.6180016, 33.6251241)}}","{'location': {'type': 'Point', 'coordinates': (130.6180016, 33.6251241)}}"
FUO, China,Foshan,"{'location': {'type': 'Point', 'coordinates': (179.1982548, -8.5199633)}}","{'location': {'type': 'Point', 'coordinates': (179.1982548, -8.5199633)}}"
FUT, Wallis y Futuna,Futuna,"{'location': {'type': 'Point', 'coordinates': (112.99801241836545, 23.1102636)}}","{'location': {'type': 'Point', 'coordinates': (112.99801241836545, 23.1102636)}}"
FWA, Estados Unidos,Fort Wayne,"{'location': {'type': 'Point', 'coordinates': (170.21582864870504, -19.52904465)}}","{'location': {'type': 'Point', 'coordinates': (170.21582864870504, -19.52904465)}}"
FYJ, Heilongjiang,Fuyuan,"{'location': {'type': 'Point', 'coordinates': (-85.1386015, 41.0799898)}}","{'location': {'type': 'Point', 'coordinates': (-85.1386015, 41.0799898)}}"
FYN, China,Fuyun County,"{'location': {'type': 'Point', 'coordinates': (134.2891391, 48.3560283)}}","{'location': {'type': 'Point', 'coordinates': (134.2891391, 48.3560283)}}"
FYT, Chad,Faya-Largeau,"{'location': {'type': 'Point', 'coordinates': (89.2188372, 46.7504829)}}","{'location': {'type': 'Point', 'coordinates': (89.2188372, 46.7504829)}}"
FYU, Estados Unidos,Fort Yukon,"{'location': {'type': 'Point', 'coordinates': (19.0953202, 17.9209323)}}","{'location': {'type': 'Point', 'coordinates': (19.0953202, 17.9209323)}}"
GAE, Tunez,Gabes,"{'location': {'type': 'Point', 'coordinates': (-145.273888, 66.5647222)}}","{'location': {'type': 'Point', 'coordinates': (-145.273888, 66.5647222)}}"
GAJ, Japon,Yamagata,"{'location': {'type': 'Point', 'coordinates': (9.793062965576159, 33.7765032)}}","{'location': {'type': 'Point', 'coordinates': (9.793062965576159, 33.7765032)}}"
GAL, Estados Unidos,Galena,"{'location': {'type': 'Point', 'coordinates': (140.3400205, 38.2553393)}}","{'location': {'type': 'Point', 'coordinates': (140.3400205, 38.2553393)}}"
GAM, Estados Unidos,Gambell,"{'location': {'type': 'Point', 'coordinates': (-90.4294726, 42.4157304)}}","{'location': {'type': 'Point', 'coordinates': (-90.4294726, 42.4157304)}}"
GAN, Maldivas,Gan,"{'location': {'type': 'Point', 'coordinates': (-171.728185, 63.7803181)}}","{'location': {'type': 'Point', 'coordinates': (-171.728185, 63.7803181)}}"
GAU, India,Guwahati,"{'location': {'type': 'Point', 'coordinates': (-0.3878291, 43.2270903)}}","{'location': {'type': 'Point', 'coordinates': (-0.3878291, 43.2270903)}}"
GAY, India,Gaya,"{'location': {'type': 'Point', 'coordinates': (91.753943, 26.1805978)}}","{'location': {'type': 'Point', 'coordinates': (91.753943, 26.1805978)}}"
GBE, Botswana,Gaborone,"{'location': {'type': 'Point', 'coordinates': (85.0079563, 24.7964355)}}","{'location': {'type': 'Point', 'coordinates': (85.0079563, 24.7964355)}}"
GBI, India,Kalaburagi,"{'location': {'type': 'Point', 'coordinates': (25.9088474, -24.6581357)}}","{'location': {'type': 'Point', 'coordinates': (25.9088474, -24.6581357)}}"
GBT, Corri,Gorgan,"{'location': {'type': 'Point', 'coordinates': (77.083333, 17.166667)}}","{'location': {'type': 'Point', 'coordinates': (77.083333, 17.166667)}}"
GCC, Estados Unidos,Gillette,"{'location': {'type': 'Point', 'coordinates': (24.0081658, 46.0930219)}}","{'location': {'type': 'Point', 'coordinates': (24.0081658, 46.0930219)}}"
GCH, Corri,Gachsaran,"{'location': {'type': 'Point', 'coordinates': (-105.501876, 44.290635)}}","{'location': {'type': 'Point', 'coordinates': (-105.501876, 44.290635)}}"
GCI, Guernesey,Guernsey,"{'location': {'type': 'Point', 'coordinates': (50.7940113, 30.3570209)}}","{'location': {'type': 'Point', 'coordinates': (50.7940113, 30.3570209)}}"
GCK, Estados Unidos,Garden City,"{'location': {'type': 'Point', 'coordinates': (-2.5822348, 49.4566233)}}","{'location': {'type': 'Point', 'coordinates': (-2.5822348, 49.4566233)}}"
GCM, Islas Caiman,Grand Cayman,"{'location': {'type': 'Point', 'coordinates': (-100.8726618, 37.9716898)}}","{'location': {'type': 'Point', 'coordinates': (-100.8726618, 37.9716898)}}"
GCN, Estados Unidos,Grand Canyon Village,"{'location': {'type': 'Point', 'coordinates': (-81.17122907994889, 19.3298691)}}","{'location': {'type': 'Point', 'coordinates': (-81.17122907994889, 19.3298691)}}"
GCW, Arizona,Grand Canyon West,"{'location': {'type': 'Point', 'coordinates': (-112.1406308, 36.0545151)}}","{'location': {'type': 'Point', 'coordinates': (-112.1406308, 36.0545151)}}"
GDE, Etiopia,Gode,"{'location': {'type': 'Point', 'coordinates': (-113.82079182201704, 35.98605035)}}","{'location': {'type': 'Point', 'coordinates': (-113.82079182201704, 35.98605035)}}"
GDL, Mexico,Guadalajara,"{'location': {'type': 'Point', 'coordinates': (43.5522312, 5.9526975)}}","{'location': {'type': 'Point', 'coordinates': (43.5522312, 5.9526975)}}"
GDN, Polonia,Gdansk,"{'location': {'type': 'Point', 'coordinates': (-103.338396, 20.6720375)}}","{'location': {'type': 'Point', 'coordinates': (-103.338396, 20.6720375)}}"
GDQ, Etiopia,Gondar,"{'location': {'type': 'Point', 'coordinates': (18.62860883362069, 54.36119285)}}","{'location': {'type': 'Point', 'coordinates': (18.62860883362069, 54.36119285)}}"
GDT, Turks y Caicos,Cockburn Town,"{'location': {'type': 'Point', 'coordinates': (37.466766, 12.610368)}}","{'location': {'type': 'Point', 'coordinates': (37.466766, 12.610368)}}"
GDV, Estados Unidos,Glendive,"{'location': {'type': 'Point', 'coordinates': (-71.1399956, 21.4607723)}}","{'location': {'type': 'Point', 'coordinates': (-71.1399956, 21.4607723)}}"
GDX, Rusia,Magadan,"{'location': {'type': 'Point', 'coordinates': (-104.71246, 47.10529)}}","{'location': {'type': 'Point', 'coordinates': (-104.71246, 47.10529)}}"
GDZ, Rusia,Gelendzhik,"{'location': {'type': 'Point', 'coordinates': (154.014726, 63.5515028)}}","{'location': {'type': 'Point', 'coordinates': (154.014726, 63.5515028)}}"
GEA, Nueva Caledonia,Numea,"{'location': {'type': 'Point', 'coordinates': (38.0766832, 44.5609447)}}","{'location': {'type': 'Point', 'coordinates': (38.0766832, 44.5609447)}}"
GEG, Estados Unidos,Spokane,"{'location': {'type': 'Point', 'coordinates': (166.442419, -22.2745264)}}","{'location': {'type': 'Point', 'coordinates': (166.442419, -22.2745264)}}"
GEL, Brasil,Santo Angelo,"{'location': {'type': 'Point', 'coordinates': (-117.4235106, 47.6571934)}}","{'location': {'type': 'Point', 'coordinates': (-117.4235106, 47.6571934)}}"
GEM, Guinea Ecuatorial,Mongomo,"{'location': {'type': 'Point', 'coordinates': (-54.2669971, -28.3000481)}}","{'location': {'type': 'Point', 'coordinates': (-54.2669971, -28.3000481)}}"
GEO, Guayana,Georgetown,"{'location': {'type': 'Point', 'coordinates': (11.13150577242924, 1.6395678500000002)}}","{'location': {'type': 'Point', 'coordinates': (11.13150577242924, 1.6395678500000002)}}"
GER, Cuba,Nueva Gerona,"{'location': {'type': 'Point', 'coordinates': (-58.1624465, 6.8137426)}}","{'location': {'type': 'Point', 'coordinates': (-58.1624465, 6.8137426)}}"
GES, Filipinas,General Santos,"{'location': {'type': 'Point', 'coordinates': (-82.8038514, 21.884703)}}","{'location': {'type': 'Point', 'coordinates': (-82.8038514, 21.884703)}}"
GET, Australia,Geraldton,"{'location': {'type': 'Point', 'coordinates': (125.1717145, 6.112331)}}","{'location': {'type': 'Point', 'coordinates': (125.1717145, 6.112331)}}"
GEV, Suecia,Gallivare,"{'location': {'type': 'Point', 'coordinates': (114.6147159, -28.77035)}}","{'location': {'type': 'Point', 'coordinates': (114.6147159, -28.77035)}}"
GFF, Australia,Griffith,"{'location': {'type': 'Point', 'coordinates': (20.25, 67.3)}}","{'location': {'type': 'Point', 'coordinates': (20.25, 67.3)}}"
GFK, Estados Unidos,Grand Forks,"{'location': {'type': 'Point', 'coordinates': (146.0551022, -34.2870772)}}","{'location': {'type': 'Point', 'coordinates': (146.0551022, -34.2870772)}}"
GFN, Australia,Grafton,"{'location': {'type': 'Point', 'coordinates': (-97.0592028, 47.9078244)}}","{'location': {'type': 'Point', 'coordinates': (-97.0592028, 47.9078244)}}"
GGB, Brasil,Agua Boa,"{'location': {'type': 'Point', 'coordinates': (152.9333435, -29.69125)}}","{'location': {'type': 'Point', 'coordinates': (152.9333435, -29.69125)}}"
GGF, Brasil,Almeirim,"{'location': {'type': 'Point', 'coordinates': (-42.3904573, -17.9968063)}}","{'location': {'type': 'Point', 'coordinates': (-42.3904573, -17.9968063)}}"
GGG, Estados Unidos,Longview,"{'location': {'type': 'Point', 'coordinates': (-8.572597770930125, 39.16800295)}}","{'location': {'type': 'Point', 'coordinates': (-8.572597770930125, 39.16800295)}}"
GGR, Somalia,Garoe,"{'location': {'type': 'Point', 'coordinates': (-94.74049, 32.5007031)}}","{'location': {'type': 'Point', 'coordinates': (-94.74049, 32.5007031)}}"
GGT, Bahamas,George Town,"{'location': {'type': 'Point', 'coordinates': (48.483195, 8.406143)}}","{'location': {'type': 'Point', 'coordinates': (48.483195, 8.406143)}}"
GGW, Estados Unidos,Glasgow,"{'location': {'type': 'Point', 'coordinates': (100.3287352, 5.4141619)}}","{'location': {'type': 'Point', 'coordinates': (100.3287352, 5.4141619)}}"
GHA, Argelia,Gardaya,"{'location': {'type': 'Point', 'coordinates': (-4.2488787, 55.8609825)}}","{'location': {'type': 'Point', 'coordinates': (-4.2488787, 55.8609825)}}"
GHB, Bahamas,Governor's Harbour,"{'location': {'type': 'Point', 'coordinates': (3.677104, 32.485855)}}","{'location': {'type': 'Point', 'coordinates': (3.677104, 32.485855)}}"
GIB, Gibraltar,Gibraltar,"{'location': {'type': 'Point', 'coordinates': (-76.245336, 25.1934774)}}","{'location': {'type': 'Point', 'coordinates': (-76.245336, 25.1934774)}}"
GIC, Australia,Boigu Island,"{'location': {'type': 'Point', 'coordinates': (-5.3541295, 36.140807)}}","{'location': {'type': 'Point', 'coordinates': (-5.3541295, 36.140807)}}"
GIG, Brasil,Rio de Janeiro,"{'location': {'type': 'Point', 'coordinates': (142.21416765319236, -9.26000085)}}","{'location': {'type': 'Point', 'coordinates': (142.21416765319236, -9.26000085)}}"
GIL, Pakistan,Gilgit,"{'location': {'type': 'Point', 'coordinates': (-43.2093727, -22.9110137)}}","{'location': {'type': 'Point', 'coordinates': (-43.2093727, -22.9110137)}}"
GIS, Nueva Zelanda,Gisborne,"{'location': {'type': 'Point', 'coordinates': (74.314044, 35.9208102)}}","{'location': {'type': 'Point', 'coordinates': (74.314044, 35.9208102)}}"
GIT, Tanzania,Geita,"{'location': {'type': 'Point', 'coordinates': (178.0206487, -38.661326)}}","{'location': {'type': 'Point', 'coordinates': (178.0206487, -38.661326)}}"
GIU, Sri Lanka,Sigiriya,"{'location': {'type': 'Point', 'coordinates': (31.990499923588594, -2.8992467)}}","{'location': {'type': 'Point', 'coordinates': (31.990499923588594, -2.8992467)}}"
GIZ, Arabia Saudita,Jizan,"{'location': {'type': 'Point', 'coordinates': (80.759825710275, 7.95638465)}}","{'location': {'type': 'Point', 'coordinates': (80.759825710275, 7.95638465)}}"
GJA, Honduras,Guanaja,"{'location': {'type': 'Point', 'coordinates': (42.666667, 17.333333)}}","{'location': {'type': 'Point', 'coordinates': (42.666667, 17.333333)}}"
GJL, Argelia,Jijel,"{'location': {'type': 'Point', 'coordinates': (-85.87752716044892, 16.47871095)}}","{'location': {'type': 'Point', 'coordinates': (-85.87752716044892, 16.47871095)}}"
GJT, Estados Unidos,Grand Junction,"{'location': {'type': 'Point', 'coordinates': (5.960777606253644, 36.72921875)}}","{'location': {'type': 'Point', 'coordinates': (5.960777606253644, 36.72921875)}}"
GKA, Papua Nueva Guinea,Goroka,"{'location': {'type': 'Point', 'coordinates': (-108.5507317, 39.063956)}}","{'location': {'type': 'Point', 'coordinates': (-108.5507317, 39.063956)}}"
GLA, Reino Unido,Glasgow,"{'location': {'type': 'Point', 'coordinates': (145.3932891, -6.0730028)}}","{'location': {'type': 'Point', 'coordinates': (145.3932891, -6.0730028)}}"
GLF, Costa Rica,Canton de Golfito,"{'location': {'type': 'Point', 'coordinates': (-4.2488787, 55.8609825)}}","{'location': {'type': 'Point', 'coordinates': (-4.2488787, 55.8609825)}}"
